Time,Load_limit,PV_Power,Building_Load,KED
15.04.2019 18:30,68.28979648186498,0.32979648186499383,20.428892,0.0
15.04.2019 18:45,67.96,0.0,20.578007999999997,0.0
15.04.2019 19:00,67.96,0.0,20.428892,0.0
15.04.2019 19:15,67.96,0.0,20.279776000000002,0.0
15.04.2019 19:30,68.96,0.0,19.832428,0.0
15.04.2019 19:45,66.19999999999999,0.0,19.235964000000003,2.760000000000005
15.04.2019 20:00,67.19999999999999,0.0,18.788616,2.760000000000005
15.04.2019 20:15,67.19999999999999,0.0,18.341268,2.760000000000005
15.04.2019 20:30,67.19999999999999,0.0,18.192152,2.760000000000005
15.04.2019 20:45,69.96,0.0,18.043035999999997,0.0
15.04.2019 21:00,69.96,0.0,18.043035999999997,0.0
15.04.2019 21:15,70.96,0.0,17.89392,0.0
15.04.2019 21:30,70.96,0.0,17.446572,0.0
