Timestamp,Zielfunktionswert,Strompreis,CO2,EV_1,EV_2,EV_3,EV_4,EV_5,EV_6
1555279200.0,201445.22649163048,40.19,80.32429456,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0

